Comunidades y Ciudades Autónomas	Viajeros y pernoctaciones	Residencia	Periodo	Total
16 País Vasco	Viajero	Residentes en España	2021M08	13.771
16 País Vasco	Viajero	Residentes en España	2021M07	9.167
16 País Vasco	Viajero	Residentes en España	2021M06	5.537
16 País Vasco	Viajero	Residentes en España	2021M05	3.340
16 País Vasco	Viajero	Residentes en España	2021M04	4.125
16 País Vasco	Viajero	Residentes en España	2021M03	3.166
16 País Vasco	Viajero	Residentes en España	2021M02	1.200
16 País Vasco	Viajero	Residentes en España	2021M01	1.637
16 País Vasco	Viajero	Residentes en España	2020M12	2.038
16 País Vasco	Viajero	Residentes en España	2020M11	1.196
16 País Vasco	Viajero	Residentes en España	2020M10	3.892
16 País Vasco	Viajero	Residentes en España	2020M09	4.899
16 País Vasco	Viajero	Residentes en España	2020M08	10.105
16 País Vasco	Viajero	Residentes en España	2020M07	6.887
16 País Vasco	Viajero	Residentes en España	2020M06	2.625
16 País Vasco	Viajero	Residentes en España	2020M05	.
16 País Vasco	Viajero	Residentes en España	2020M04	0
16 País Vasco	Viajero	Residentes en España	2020M03	1.208
16 País Vasco	Viajero	Residentes en España	2020M02	4.364
16 País Vasco	Viajero	Residentes en España	2020M01	3.141
16 País Vasco	Viajero	Residentes en España	2019M12	5.736
16 País Vasco	Viajero	Residentes en España	2019M11	5.017
16 País Vasco	Viajero	Residentes en España	2019M10	6.303
16 País Vasco	Viajero	Residentes en España	2019M09	6.117
16 País Vasco	Viajero	Residentes en España	2019M08	8.704
16 País Vasco	Viajero	Residentes en España	2019M07	6.570
16 País Vasco	Viajero	Residentes en España	2019M06	5.697
16 País Vasco	Viajero	Residentes en España	2019M05	5.039
16 País Vasco	Viajero	Residentes en España	2019M04	6.332
16 País Vasco	Viajero	Residentes en España	2019M03	5.014
16 País Vasco	Viajero	Residentes en España	2019M02	2.965
16 País Vasco	Viajero	Residentes en España	2019M01	2.619
16 País Vasco	Viajero	Residentes en España	2018M12	5.308
16 País Vasco	Viajero	Residentes en España	2018M11	4.926
16 País Vasco	Viajero	Residentes en España	2018M10	5.121
16 País Vasco	Viajero	Residentes en España	2018M09	5.725
16 País Vasco	Viajero	Residentes en España	2018M08	9.979
16 País Vasco	Viajero	Residentes en España	2018M07	7.269
16 País Vasco	Viajero	Residentes en España	2018M06	6.704
16 País Vasco	Viajero	Residentes en España	2018M05	4.503
16 País Vasco	Viajero	Residentes en España	2018M04	5.779
16 País Vasco	Viajero	Residentes en España	2018M03	5.408
16 País Vasco	Viajero	Residentes en España	2018M02	3.116
16 País Vasco	Viajero	Residentes en España	2018M01	2.257
16 País Vasco	Viajero	Residentes en el Extranjero	2021M08	4.494
16 País Vasco	Viajero	Residentes en el Extranjero	2021M07	3.325
16 País Vasco	Viajero	Residentes en el Extranjero	2021M06	1.078
16 País Vasco	Viajero	Residentes en el Extranjero	2021M05	704
16 País Vasco	Viajero	Residentes en el Extranjero	2021M04	195
16 País Vasco	Viajero	Residentes en el Extranjero	2021M03	228
16 País Vasco	Viajero	Residentes en el Extranjero	2021M02	216
16 País Vasco	Viajero	Residentes en el Extranjero	2021M01	240
16 País Vasco	Viajero	Residentes en el Extranjero	2020M12	243
16 País Vasco	Viajero	Residentes en el Extranjero	2020M11	134
16 País Vasco	Viajero	Residentes en el Extranjero	2020M10	679
16 País Vasco	Viajero	Residentes en el Extranjero	2020M09	634
16 País Vasco	Viajero	Residentes en el Extranjero	2020M08	2.227
16 País Vasco	Viajero	Residentes en el Extranjero	2020M07	2.425
16 País Vasco	Viajero	Residentes en el Extranjero	2020M06	273
16 País Vasco	Viajero	Residentes en el Extranjero	2020M05	.
16 País Vasco	Viajero	Residentes en el Extranjero	2020M04	0
16 País Vasco	Viajero	Residentes en el Extranjero	2020M03	559
16 País Vasco	Viajero	Residentes en el Extranjero	2020M02	1.633
16 País Vasco	Viajero	Residentes en el Extranjero	2020M01	992
16 País Vasco	Viajero	Residentes en el Extranjero	2019M12	2.852
16 País Vasco	Viajero	Residentes en el Extranjero	2019M11	2.118
16 País Vasco	Viajero	Residentes en el Extranjero	2019M10	6.150
16 País Vasco	Viajero	Residentes en el Extranjero	2019M09	6.493
16 País Vasco	Viajero	Residentes en el Extranjero	2019M08	9.377
16 País Vasco	Viajero	Residentes en el Extranjero	2019M07	9.735
16 País Vasco	Viajero	Residentes en el Extranjero	2019M06	7.838
16 País Vasco	Viajero	Residentes en el Extranjero	2019M05	6.777
16 País Vasco	Viajero	Residentes en el Extranjero	2019M04	5.004
16 País Vasco	Viajero	Residentes en el Extranjero	2019M03	2.530
16 País Vasco	Viajero	Residentes en el Extranjero	2019M02	1.777
16 País Vasco	Viajero	Residentes en el Extranjero	2019M01	1.358
16 País Vasco	Viajero	Residentes en el Extranjero	2018M12	2.709
16 País Vasco	Viajero	Residentes en el Extranjero	2018M11	1.766
16 País Vasco	Viajero	Residentes en el Extranjero	2018M10	5.565
16 País Vasco	Viajero	Residentes en el Extranjero	2018M09	6.335
16 País Vasco	Viajero	Residentes en el Extranjero	2018M08	8.334
16 País Vasco	Viajero	Residentes en el Extranjero	2018M07	9.366
16 País Vasco	Viajero	Residentes en el Extranjero	2018M06	7.898
16 País Vasco	Viajero	Residentes en el Extranjero	2018M05	7.062
16 País Vasco	Viajero	Residentes en el Extranjero	2018M04	3.950
16 País Vasco	Viajero	Residentes en el Extranjero	2018M03	1.799
16 País Vasco	Viajero	Residentes en el Extranjero	2018M02	1.007
16 País Vasco	Viajero	Residentes en el Extranjero	2018M01	905
16 País Vasco	Pernoctaciones	Total 	2021M08	71.629
16 País Vasco	Pernoctaciones	Total 	2021M07	49.545
16 País Vasco	Pernoctaciones	Total 	2021M06	29.183
16 País Vasco	Pernoctaciones	Total 	2021M05	17.334
16 País Vasco	Pernoctaciones	Total 	2021M04	18.553
16 País Vasco	Pernoctaciones	Total 	2021M03	16.422
16 País Vasco	Pernoctaciones	Total 	2021M02	11.082
16 País Vasco	Pernoctaciones	Total 	2021M01	11.681
16 País Vasco	Pernoctaciones	Total 	2020M12	14.699
16 País Vasco	Pernoctaciones	Total 	2020M11	13.146
16 País Vasco	Pernoctaciones	Total 	2020M10	21.400
16 País Vasco	Pernoctaciones	Total 	2020M09	26.335
16 País Vasco	Pernoctaciones	Total 	2020M08	52.535
16 País Vasco	Pernoctaciones	Total 	2020M07	38.812
16 País Vasco	Pernoctaciones	Total 	2020M06	15.844
16 País Vasco	Pernoctaciones	Total 	2020M05	10.933
16 País Vasco	Pernoctaciones	Total 	2020M04	0
16 País Vasco	Pernoctaciones	Total 	2020M03	13.437
16 País Vasco	Pernoctaciones	Total 	2020M02	25.946
16 País Vasco	Pernoctaciones	Total 	2020M01	25.307
16 País Vasco	Pernoctaciones	Total 	2019M12	36.370
16 País Vasco	Pernoctaciones	Total 	2019M11	32.802
16 País Vasco	Pernoctaciones	Total 	2019M10	47.313
16 País Vasco	Pernoctaciones	Total 	2019M09	54.752
16 País Vasco	Pernoctaciones	Total 	2019M08	78.271
16 País Vasco	Pernoctaciones	Total 	2019M07	72.334
16 País Vasco	Pernoctaciones	Total 	2019M06	55.857
16 País Vasco	Pernoctaciones	Total 	2019M05	48.159
16 País Vasco	Pernoctaciones	Total 	2019M04	45.654
16 País Vasco	Pernoctaciones	Total 	2019M03	31.484
16 País Vasco	Pernoctaciones	Total 	2019M02	23.840
16 País Vasco	Pernoctaciones	Total 	2019M01	21.799
16 País Vasco	Pernoctaciones	Total 	2018M12	33.391
16 País Vasco	Pernoctaciones	Total 	2018M11	30.040
16 País Vasco	Pernoctaciones	Total 	2018M10	43.920
16 País Vasco	Pernoctaciones	Total 	2018M09	49.491
16 País Vasco	Pernoctaciones	Total 	2018M08	79.456
16 País Vasco	Pernoctaciones	Total 	2018M07	66.728
16 País Vasco	Pernoctaciones	Total 	2018M06	49.467
16 País Vasco	Pernoctaciones	Total 	2018M05	42.216
16 País Vasco	Pernoctaciones	Total 	2018M04	36.266
16 País Vasco	Pernoctaciones	Total 	2018M03	27.260
16 País Vasco	Pernoctaciones	Total 	2018M02	16.718
16 País Vasco	Pernoctaciones	Total 	2018M01	15.591
16 País Vasco	Pernoctaciones	Residentes en España	2021M08	54.273
16 País Vasco	Pernoctaciones	Residentes en España	2021M07	35.746
16 País Vasco	Pernoctaciones	Residentes en España	2021M06	22.973
16 País Vasco	Pernoctaciones	Residentes en España	2021M05	13.650
16 País Vasco	Pernoctaciones	Residentes en España	2021M04	16.670
16 País Vasco	Pernoctaciones	Residentes en España	2021M03	14.180
16 País Vasco	Pernoctaciones	Residentes en España	2021M02	8.762
16 País Vasco	Pernoctaciones	Residentes en España	2021M01	8.943
16 País Vasco	Pernoctaciones	Residentes en España	2020M12	12.297
16 País Vasco	Pernoctaciones	Residentes en España	2020M11	10.464
16 País Vasco	Pernoctaciones	Residentes en España	2020M10	16.005
16 País Vasco	Pernoctaciones	Residentes en España	2020M09	18.962
16 País Vasco	Pernoctaciones	Residentes en España	2020M08	39.179
16 País Vasco	Pernoctaciones	Residentes en España	2020M07	25.022
16 País Vasco	Pernoctaciones	Residentes en España	2020M06	9.289
16 País Vasco	Pernoctaciones	Residentes en España	2020M05	.
16 País Vasco	Pernoctaciones	Residentes en España	2020M04	0
16 País Vasco	Pernoctaciones	Residentes en España	2020M03	5.356
16 País Vasco	Pernoctaciones	Residentes en España	2020M02	14.855
16 País Vasco	Pernoctaciones	Residentes en España	2020M01	14.529
16 País Vasco	Pernoctaciones	Residentes en España	2019M12	21.335
16 País Vasco	Pernoctaciones	Residentes en España	2019M11	19.333
16 País Vasco	Pernoctaciones	Residentes en España	2019M10	20.903
16 País Vasco	Pernoctaciones	Residentes en España	2019M09	24.259
16 País Vasco	Pernoctaciones	Residentes en España	2019M08	37.600
16 País Vasco	Pernoctaciones	Residentes en España	2019M07	26.658
16 País Vasco	Pernoctaciones	Residentes en España	2019M06	20.106
16 País Vasco	Pernoctaciones	Residentes en España	2019M05	17.609
16 País Vasco	Pernoctaciones	Residentes en España	2019M04	22.353
16 País Vasco	Pernoctaciones	Residentes en España	2019M03	16.074
16 País Vasco	Pernoctaciones	Residentes en España	2019M02	12.536
16 País Vasco	Pernoctaciones	Residentes en España	2019M01	12.895
16 País Vasco	Pernoctaciones	Residentes en España	2018M12	22.745
16 País Vasco	Pernoctaciones	Residentes en España	2018M11	20.689
16 País Vasco	Pernoctaciones	Residentes en España	2018M10	21.396
16 País Vasco	Pernoctaciones	Residentes en España	2018M09	23.620
16 País Vasco	Pernoctaciones	Residentes en España	2018M08	45.214
16 País Vasco	Pernoctaciones	Residentes en España	2018M07	31.177
16 País Vasco	Pernoctaciones	Residentes en España	2018M06	22.194
16 País Vasco	Pernoctaciones	Residentes en España	2018M05	17.914
16 País Vasco	Pernoctaciones	Residentes en España	2018M04	21.961
16 País Vasco	Pernoctaciones	Residentes en España	2018M03	20.329
16 País Vasco	Pernoctaciones	Residentes en España	2018M02	12.694
16 País Vasco	Pernoctaciones	Residentes en España	2018M01	10.959
16 País Vasco	Pernoctaciones	Residentes en el Extranjero	2021M08	17.356
16 País Vasco	Pernoctaciones	Residentes en el Extranjero	2021M07	13.799
16 País Vasco	Pernoctaciones	Residentes en el Extranjero	2021M06	6.211
16 País Vasco	Pernoctaciones	Residentes en el Extranjero	2021M05	3.684
16 País Vasco	Pernoctaciones	Residentes en el Extranjero	2021M04	1.884
16 País Vasco	Pernoctaciones	Residentes en el Extranjero	2021M03	2.241
16 País Vasco	Pernoctaciones	Residentes en el Extranjero	2021M02	2.320
16 País Vasco	Pernoctaciones	Residentes en el Extranjero	2021M01	2.738
16 País Vasco	Pernoctaciones	Residentes en el Extranjero	2020M12	2.403
16 País Vasco	Pernoctaciones	Residentes en el Extranjero	2020M11	2.682
16 País Vasco	Pernoctaciones	Residentes en el Extranjero	2020M10	5.395
16 País Vasco	Pernoctaciones	Residentes en el Extranjero	2020M09	7.373
16 País Vasco	Pernoctaciones	Residentes en el Extranjero	2020M08	13.356
16 País Vasco	Pernoctaciones	Residentes en el Extranjero	2020M07	13.791
16 País Vasco	Pernoctaciones	Residentes en el Extranjero	2020M06	6.556
16 País Vasco	Pernoctaciones	Residentes en el Extranjero	2020M05	.
16 País Vasco	Pernoctaciones	Residentes en el Extranjero	2020M04	0
16 País Vasco	Pernoctaciones	Residentes en el Extranjero	2020M03	8.081
16 País Vasco	Pernoctaciones	Residentes en el Extranjero	2020M02	11.091
16 País Vasco	Pernoctaciones	Residentes en el Extranjero	2020M01	10.778
16 País Vasco	Pernoctaciones	Residentes en el Extranjero	2019M12	15.035
16 País Vasco	Pernoctaciones	Residentes en el Extranjero	2019M11	13.468
16 País Vasco	Pernoctaciones	Residentes en el Extranjero	2019M10	26.410
16 País Vasco	Pernoctaciones	Residentes en el Extranjero	2019M09	30.493
16 País Vasco	Pernoctaciones	Residentes en el Extranjero	2019M08	40.670
16 País Vasco	Pernoctaciones	Residentes en el Extranjero	2019M07	45.676
16 País Vasco	Pernoctaciones	Residentes en el Extranjero	2019M06	35.751
16 País Vasco	Pernoctaciones	Residentes en el Extranjero	2019M05	30.550
16 País Vasco	Pernoctaciones	Residentes en el Extranjero	2019M04	23.301
16 País Vasco	Pernoctaciones	Residentes en el Extranjero	2019M03	15.410
16 País Vasco	Pernoctaciones	Residentes en el Extranjero	2019M02	11.303
16 País Vasco	Pernoctaciones	Residentes en el Extranjero	2019M01	8.904
16 País Vasco	Pernoctaciones	Residentes en el Extranjero	2018M12	10.647
16 País Vasco	Pernoctaciones	Residentes en el Extranjero	2018M11	9.351
16 País Vasco	Pernoctaciones	Residentes en el Extranjero	2018M10	22.524
16 País Vasco	Pernoctaciones	Residentes en el Extranjero	2018M09	25.871
16 País Vasco	Pernoctaciones	Residentes en el Extranjero	2018M08	34.242
16 País Vasco	Pernoctaciones	Residentes en el Extranjero	2018M07	35.551
16 País Vasco	Pernoctaciones	Residentes en el Extranjero	2018M06	27.274
16 País Vasco	Pernoctaciones	Residentes en el Extranjero	2018M05	24.302
16 País Vasco	Pernoctaciones	Residentes en el Extranjero	2018M04	14.305
16 País Vasco	Pernoctaciones	Residentes en el Extranjero	2018M03	6.930
16 País Vasco	Pernoctaciones	Residentes en el Extranjero	2018M02	4.024
16 País Vasco	Pernoctaciones	Residentes en el Extranjero	2018M01	4.631
17 Rioja, La	Viajero	Total 	2021M08	6.077
17 Rioja, La	Viajero	Total 	2021M07	6.176
17 Rioja, La	Viajero	Total 	2021M06	2.673
17 Rioja, La	Viajero	Total 	2021M05	1.470
17 Rioja, La	Viajero	Total 	2021M04	747
17 Rioja, La	Viajero	Total 	2021M03	473
17 Rioja, La	Viajero	Total 	2021M02	222
17 Rioja, La	Viajero	Total 	2021M01	206
17 Rioja, La	Viajero	Total 	2020M12	350
17 Rioja, La	Viajero	Total 	2020M11	118
17 Rioja, La	Viajero	Total 	2020M10	1.235
17 Rioja, La	Viajero	Total 	2020M09	1.515
17 Rioja, La	Viajero	Total 	2020M08	4.279
17 Rioja, La	Viajero	Total 	2020M07	2.498
17 Rioja, La	Viajero	Total 	2020M06	636
17 Rioja, La	Viajero	Total 	2020M05	101
17 Rioja, La	Viajero	Total 	2020M04	0
17 Rioja, La	Viajero	Total 	2020M03	499
17 Rioja, La	Viajero	Total 	2020M02	2.814
17 Rioja, La	Viajero	Total 	2020M01	2.285
17 Rioja, La	Viajero	Total 	2019M12	3.512
17 Rioja, La	Viajero	Total 	2019M11	2.767
17 Rioja, La	Viajero	Total 	2019M10	5.405
17 Rioja, La	Viajero	Total 	2019M09	3.897
17 Rioja, La	Viajero	Total 	2019M08	6.389
17 Rioja, La	Viajero	Total 	2019M07	4.408
17 Rioja, La	Viajero	Total 	2019M06	3.625
17 Rioja, La	Viajero	Total 	2019M05	3.472
17 Rioja, La	Viajero	Total 	2019M04	4.017
17 Rioja, La	Viajero	Total 	2019M03	2.489
17 Rioja, La	Viajero	Total 	2019M02	2.820
17 Rioja, La	Viajero	Total 	2019M01	1.705
17 Rioja, La	Viajero	Total 	2018M12	3.557
17 Rioja, La	Viajero	Total 	2018M11	2.638
17 Rioja, La	Viajero	Total 	2018M10	4.056
17 Rioja, La	Viajero	Total 	2018M09	3.655
17 Rioja, La	Viajero	Total 	2018M08	4.038
17 Rioja, La	Viajero	Total 	2018M07	3.796
17 Rioja, La	Viajero	Total 	2018M06	3.284
17 Rioja, La	Viajero	Total 	2018M05	2.968
17 Rioja, La	Viajero	Total 	2018M04	2.949
17 Rioja, La	Viajero	Total 	2018M03	3.495
17 Rioja, La	Viajero	Total 	2018M02	2.790
17 Rioja, La	Viajero	Total 	2018M01	2.005
17 Rioja, La	Viajero	Residentes en España	2021M08	5.670
17 Rioja, La	Viajero	Residentes en España	2021M07	5.575
17 Rioja, La	Viajero	Residentes en España	2021M06	2.444
17 Rioja, La	Viajero	Residentes en España	2021M05	1.349
17 Rioja, La	Viajero	Residentes en España	2021M04	732
17 Rioja, La	Viajero	Residentes en España	2021M03	448
17 Rioja, La	Viajero	Residentes en España	2021M02	179
17 Rioja, La	Viajero	Residentes en España	2021M01	206
17 Rioja, La	Viajero	Residentes en España	2020M12	333
17 Rioja, La	Viajero	Residentes en España	2020M11	.
17 Rioja, La	Viajero	Residentes en España	2020M10	1.181
17 Rioja, La	Viajero	Residentes en España	2020M09	1.457
17 Rioja, La	Viajero	Residentes en España	2020M08	4.098
17 Rioja, La	Viajero	Residentes en España	2020M07	2.255
17 Rioja, La	Viajero	Residentes en España	2020M06	636
17 Rioja, La	Viajero	Residentes en España	2020M05	.
17 Rioja, La	Viajero	Residentes en España	2020M04	0
17 Rioja, La	Viajero	Residentes en España	2020M03	369
17 Rioja, La	Viajero	Residentes en España	2020M02	2.674
17 Rioja, La	Viajero	Residentes en España	2020M01	2.174
17 Rioja, La	Viajero	Residentes en España	2019M12	3.421
17 Rioja, La	Viajero	Residentes en España	2019M11	2.724
17 Rioja, La	Viajero	Residentes en España	2019M10	4.770
17 Rioja, La	Viajero	Residentes en España	2019M09	3.097
17 Rioja, La	Viajero	Residentes en España	2019M08	5.773
17 Rioja, La	Viajero	Residentes en España	2019M07	3.561
17 Rioja, La	Viajero	Residentes en España	2019M06	3.150
17 Rioja, La	Viajero	Residentes en España	2019M05	2.427
17 Rioja, La	Viajero	Residentes en España	2019M04	3.560
17 Rioja, La	Viajero	Residentes en España	2019M03	2.339
17 Rioja, La	Viajero	Residentes en España	2019M02	2.621
17 Rioja, La	Viajero	Residentes en España	2019M01	1.640
17 Rioja, La	Viajero	Residentes en España	2018M12	3.465
17 Rioja, La	Viajero	Residentes en España	2018M11	2.577
17 Rioja, La	Viajero	Residentes en España	2018M10	3.548
17 Rioja, La	Viajero	Residentes en España	2018M09	3.209
17 Rioja, La	Viajero	Residentes en España	2018M08	3.537
17 Rioja, La	Viajero	Residentes en España	2018M07	3.308
17 Rioja, La	Viajero	Residentes en España	2018M06	3.102
17 Rioja, La	Viajero	Residentes en España	2018M05	2.304
17 Rioja, La	Viajero	Residentes en España	2018M04	2.689
17 Rioja, La	Viajero	Residentes en España	2018M03	3.351
17 Rioja, La	Viajero	Residentes en España	2018M02	2.686
17 Rioja, La	Viajero	Residentes en España	2018M01	1.988
17 Rioja, La	Viajero	Residentes en el Extranjero	2021M08	407
17 Rioja, La	Viajero	Residentes en el Extranjero	2021M07	601
17 Rioja, La	Viajero	Residentes en el Extranjero	2021M06	229
